,ID,Destination,Reason for Leaving,Entry_Date,Exit_Date,Duration
19063753,301121,Client rental without subsidy,Completed program,2017-07-20,2017-07-28,8 
19063780,301121,Transitional homeless housing,Completed program,2018-11-15,2019-07-01,228 
19064383,398224,With family permanently,Completed program,2017-07-15,2018-03-24,252 
19064391,459296,With family temporarily,Other,2017-07-24,2017-07-31,7 
19064399,98579,Client rental without subsidy,Left for housing opp. before completing program,2017-07-23,2017-08-01,9 
19064419,98579,No exit interview,Unknown/Disappeared,2018-06-13,2018-06-30,17 
19064479,373188,With family temporarily,Other,2017-07-24,2017-08-01,8 
19064487,110973,No exit interview,Non-compliance with program,2017-07-25,2017-10-15,82 
19064514,110973,With friends temporarily,Non-compliance with program,2017-11-10,2018-03-05,115 
19064541,110973,Client rental with RRH subsidy,Completed program,2018-11-26,2019-05-24,179 
19064649,110973,No exit interview,Non-compliance with program,2017-07-25,2017-10-15,82 
19064676,110973,With friends temporarily,Non-compliance with program,2017-11-10,2018-03-05,115 
19064703,110973,Client rental with RRH subsidy,Completed program,2018-11-26,2019-05-24,179 
19064730,153324,With friends temporarily,Other,2016-04-04,2016-04-05,1 
19064794,153324,With friends temporarily,Other,2016-04-06,2016-04-07,1 
19064858,153324,With friends temporarily,Other,2016-06-06,2016-06-20,14 
19064922,153324,With friends temporarily,Other,2016-07-11,2016-07-13,2 
19064986,153324,No exit interview,Non-compliance with program,2016-07-25,2016-08-12,18 
19065050,153324,Data not collected,Unknown/Disappeared,2016-08-22,2016-08-29,7 
19065114,153324,With friends permanently,Left for housing opp. before completing program,2017-07-24,2017-08-05,12 
19065178,153324,No exit interview,Non-compliance with program,2017-11-06,2017-11-11,5 
19067802,153324,With friends temporarily,Other,2016-04-04,2016-04-05,1 
19067866,153324,With friends temporarily,Other,2016-04-06,2016-04-07,1 
19067930,153324,With friends temporarily,Other,2016-06-06,2016-06-20,14 
19067994,153324,With friends temporarily,Other,2016-07-11,2016-07-13,2 
19068058,153324,No exit interview,Non-compliance with program,2016-07-25,2016-08-12,18 
19068122,153324,Data not collected,Unknown/Disappeared,2016-08-22,2016-08-29,7 
19068186,153324,With friends permanently,Left for housing opp. before completing program,2017-07-24,2017-08-05,12 
19068250,153324,No exit interview,Non-compliance with program,2017-11-06,2017-11-11,5 
19068890,373731,With friends temporarily,Other,2015-08-24,2015-08-27,3 
19068906,373731,Client rental without subsidy,Completed program,2017-07-24,2017-09-29,67 
19068922,373731,With friends temporarily,Other,2015-08-24,2015-08-27,3 
19068938,373731,Client rental without subsidy,Completed program,2017-07-24,2017-09-29,67 
19068954,264620,No exit interview,Unknown/Disappeared,2017-07-24,2017-08-10,17 
19073863,215739,With family temporarily,Other,2017-07-27,2017-07-31,4 
19073881,215739,Client rental with RRH subsidy,Completed program,2017-07-27,2017-10-16,81 
19080047,459879,Medical facility,Non-compliance with program,2017-08-01,2017-08-05,4 
19080055,11625,Incarcerated,Criminal activity / violence,2017-07-28,2017-08-06,9 
19080079,11625,Client rental with other subsidy,Left for housing opp. before completing program,2018-01-31,2018-03-05,33 
19080103,11625,Place not meant for habitation,Non-compliance with program,2018-08-13,2018-10-02,50 
19080127,11625,Incarcerated,Criminal activity / violence,2017-07-28,2017-08-06,9 
19080151,11625,Client rental with other subsidy,Left for housing opp. before completing program,2018-01-31,2018-03-05,33 
19080175,11625,Place not meant for habitation,Non-compliance with program,2018-08-13,2018-10-02,50 
19080487,425239,Transitional homeless housing,Completed program,2017-07-31,2017-10-12,73 
19080495,88294,Client rental without subsidy,Left for housing opp. before completing program,2017-07-29,2017-09-01,34 
19080514,88294,Hotel or motel without emergency voucher,Left for housing opp. before completing program,2018-07-07,2018-08-31,55 
19080533,88294,Client rental without subsidy,Left for housing opp. before completing program,2017-07-29,2017-09-01,34 
19080552,88294,Hotel or motel without emergency voucher,Left for housing opp. before completing program,2018-07-07,2018-08-31,55 
19080571,276087,Client rental without subsidy,Completed program,2017-07-30,2017-09-07,39 
19080579,459883,With family temporarily,Other,2017-07-29,2017-08-01,3 
19080595,459883,With friends permanently,Left for housing opp. before completing program,2017-08-03,2017-08-23,20 
19080643,298569,No exit interview,Unknown/Disappeared,2017-07-25,2017-09-12,49 
19080651,459884,Emergency shelter,Other,2017-07-26,2018-05-07,285 
19080667,459884,Client rental with other subsidy,Completed program,2018-05-18,2018-07-27,70 
19080715,349918,Client rental with RRH subsidy,Completed program,2017-07-24,2018-01-16,176 
19080724,460004,No exit interview,Unknown/Disappeared,2017-08-01,2017-08-10,9 
19080732,183775,Client rental without subsidy,Completed program,2017-08-01,2017-09-08,38 
19080749,183775,Client rental with RRH subsidy,Completed program,2018-09-01,2019-07-31,333 
19080766,183775,Client rental without subsidy,Completed program,2017-08-01,2017-09-08,38 
19080783,183775,Client rental with RRH subsidy,Completed program,2018-09-01,2019-07-31,333 
19084272,388135,No exit interview,Unknown/Disappeared,2017-08-03,2017-09-28,56 
19084332,388135,No exit interview,Other,2018-01-03,2018-01-12,9 
19084392,388135,With friends temporarily,Non-compliance with program,2018-02-14,2018-04-09,54 
19084452,388135,Place not meant for habitation,Criminal activity / violence,2018-10-22,2018-12-11,50 
19085232,460180,Client rental without subsidy,Completed program,2017-08-03,2017-11-13,102 
19085240,460179,Client rental without subsidy,Completed program,2017-08-03,2017-12-15,134 
19085248,420015,Client rental with RRH subsidy,Completed program,2017-08-04,2017-11-19,107 
19085256,460325,Place not meant for habitation,Non-compliance with program,2017-08-05,2017-10-02,58 
19085264,211651,Data not collected,Unknown/Disappeared,2016-08-29,2016-09-01,3 
19085289,211651,No exit interview,Unknown/Disappeared,2017-01-23,2017-02-07,15 
19085314,211651,Medical facility,Non-compliance with program,2017-08-05,2017-08-11,6 
19085339,211651,Data not collected,Unknown/Disappeared,2016-08-29,2016-09-01,3 
19085364,211651,No exit interview,Unknown/Disappeared,2017-01-23,2017-02-07,15 
19085389,211651,Medical facility,Non-compliance with program,2017-08-05,2017-08-11,6 
19085414,211651,Data not collected,Unknown/Disappeared,2016-08-29,2016-09-01,3 
19085439,211651,No exit interview,Unknown/Disappeared,2017-01-23,2017-02-07,15 
19085464,211651,Medical facility,Non-compliance with program,2017-08-05,2017-08-11,6 
19085489,460322,Client rental without subsidy,Completed program,2017-08-06,2017-09-08,33 
19085497,460323,Place not meant for habitation,Criminal activity / violence,2017-08-06,2017-09-25,50 
19085721,460324,Client rental without subsidy,Left for housing opp. before completing program,2017-08-05,2017-09-13,39 
19085793,294561,With family temporarily,Other,2017-08-04,2017-08-07,3 
19085809,294561,No exit interview,Unknown/Disappeared,2017-08-06,2017-08-29,23 
19085857,177751,With family temporarily,Other,2017-08-04,2017-08-08,4 
19085873,177751,No exit interview,Disagreement with rules/persons,2017-11-07,2018-01-10,64 
19085921,183776,No exit interview,Unknown/Disappeared,2017-08-05,2017-08-20,15 
19085945,183776,No exit interview,Unknown/Disappeared,2017-11-06,2017-11-11,5 
19085969,183776,With family permanently,Completed program,2018-01-21,2018-02-02,12 
19086065,183776,No exit interview,Unknown/Disappeared,2017-08-05,2017-08-20,15 
19086089,183776,No exit interview,Unknown/Disappeared,2017-11-06,2017-11-11,5 
19086113,183776,With family permanently,Completed program,2018-01-21,2018-02-02,12 
19091969,104087,With friends temporarily,Other,2016-06-29,2016-07-01,2 
19092049,104087,With friends temporarily,Other,2016-07-19,2016-07-20,1 
19092129,104087,Data not collected,Unknown/Disappeared,2016-08-08,2016-11-13,97 
19092209,104087,No exit interview,Unknown/Disappeared,2016-11-15,2016-11-30,15 
19092289,104087,With family temporarily,Other,2016-12-08,2017-03-29,111 
19092369,104087,With family temporarily,Other,2017-04-03,2017-07-04,92 
19092449,104087,No exit interview,Non-compliance with program,2017-08-07,2017-12-18,133 
19092529,104087,Place not meant for habitation,Non-compliance with program,2019-03-04,2019-05-16,73 
19092609,104087,Place not meant for habitation,Non-compliance with program,2019-06-20,2019-06-28,8 
19092689,104087,Place not meant for habitation,Non-compliance with program,2019-07-22,2019-08-09,18 
19097569,104087,With friends temporarily,Other,2016-06-29,2016-07-01,2 
19097649,104087,With friends temporarily,Other,2016-07-19,2016-07-20,1 
19097729,104087,Data not collected,Unknown/Disappeared,2016-08-08,2016-11-13,97 
19097809,104087,No exit interview,Unknown/Disappeared,2016-11-15,2016-11-30,15 
19097889,104087,With family temporarily,Other,2016-12-08,2017-03-29,111 
19097969,104087,With family temporarily,Other,2017-04-03,2017-07-04,92 
19098049,104087,No exit interview,Non-compliance with program,2017-08-07,2017-12-18,133 
19098129,104087,Place not meant for habitation,Non-compliance with program,2019-03-04,2019-05-16,73 
19098209,104087,Place not meant for habitation,Non-compliance with program,2019-06-20,2019-06-28,8 
19098289,104087,Place not meant for habitation,Non-compliance with program,2019-07-22,2019-08-09,18 
19099169,104087,With friends temporarily,Other,2016-06-29,2016-07-01,2 
19099249,104087,With friends temporarily,Other,2016-07-19,2016-07-20,1 
19099329,104087,Data not collected,Unknown/Disappeared,2016-08-08,2016-11-13,97 
19099409,104087,No exit interview,Unknown/Disappeared,2016-11-15,2016-11-30,15 
19099489,104087,With family temporarily,Other,2016-12-08,2017-03-29,111 
19099569,104087,With family temporarily,Other,2017-04-03,2017-07-04,92 
19099649,104087,No exit interview,Non-compliance with program,2017-08-07,2017-12-18,133 
19099729,104087,Place not meant for habitation,Non-compliance with program,2019-03-04,2019-05-16,73 
19099809,104087,Place not meant for habitation,Non-compliance with program,2019-06-20,2019-06-28,8 
19099889,104087,Place not meant for habitation,Non-compliance with program,2019-07-22,2019-08-09,18 
19099969,343041,With friends temporarily,Other,2016-04-14,2016-04-23,9 
19100001,343041,With family temporarily,Other,2017-04-14,2017-04-25,11 
19100033,343041,No exit interview,Unknown/Disappeared,2017-08-07,2017-08-24,17 
19100065,343041,No exit interview,Unknown/Disappeared,2017-09-05,2017-09-19,14 
19100097,343041,With friends temporarily,Other,2016-04-14,2016-04-23,9 
19100129,343041,With family temporarily,Other,2017-04-14,2017-04-25,11 
19100161,343041,No exit interview,Unknown/Disappeared,2017-08-07,2017-08-24,17 
19100193,343041,No exit interview,Unknown/Disappeared,2017-09-05,2017-09-19,14 
19100481,265504,With family temporarily,Other,2017-08-07,2017-08-08,1 
19106963,367206,Data not collected,Unknown/Disappeared,2016-10-10,2016-11-06,27 
19106995,367206,Client rental without subsidy,Completed program,2017-08-01,2017-10-16,76 
19107027,367206,No exit interview,Unknown/Disappeared,2018-05-16,2018-06-16,31 
19107059,367206,No exit interview,Unknown/Disappeared,2019-10-05,2019-10-09,4 
19107091,367206,Data not collected,Unknown/Disappeared,2016-10-10,2016-11-06,27 
19107123,367206,Client rental without subsidy,Completed program,2017-08-01,2017-10-16,76 
19107155,367206,No exit interview,Unknown/Disappeared,2018-05-16,2018-06-16,31 
19107187,367206,No exit interview,Unknown/Disappeared,2019-10-05,2019-10-09,4 
19107347,367206,Data not collected,Unknown/Disappeared,2016-10-10,2016-11-06,27 
19107379,367206,Client rental without subsidy,Completed program,2017-08-01,2017-10-16,76 
19107411,367206,No exit interview,Unknown/Disappeared,2018-05-16,2018-06-16,31 
19107443,367206,No exit interview,Unknown/Disappeared,2019-10-05,2019-10-09,4 
19107475,460494,No exit interview,Unknown/Disappeared,2017-08-01,2017-08-22,21 
19111835,120098,With family temporarily,Other,2017-04-13,2017-07-18,96 
19111851,120098,Client rental without subsidy,Completed program,2017-08-08,2017-11-17,101 
19114643,430223,No exit interview,Unknown/Disappeared,2017-08-08,2017-08-27,19 
19114651,460493,Client rental without subsidy,Left for housing opp. before completing program,2017-08-08,2017-09-01,24 
19114659,168762,Data not collected,Does not or no longer qualifies for program,2016-08-15,2016-10-17,63 
19114691,168762,Client rental with other subsidy,Completed program,2016-10-18,2016-12-10,53 
19114723,168762,Place not meant for habitation,Non-compliance with program,2017-08-10,2017-09-04,25 
19114755,168762,Client rental without subsidy,Left for housing opp. before completing program,2017-09-10,2017-10-12,32 
19114915,168762,Data not collected,Does not or no longer qualifies for program,2016-08-15,2016-10-17,63 
19114947,168762,Client rental with other subsidy,Completed program,2016-10-18,2016-12-10,53 
19114979,168762,Place not meant for habitation,Non-compliance with program,2017-08-10,2017-09-04,25 
19115011,168762,Client rental without subsidy,Left for housing opp. before completing program,2017-09-10,2017-10-12,32 
19115683,21247,No exit interview,Unknown/Disappeared,2017-08-09,2017-08-14,5 
19115691,173477,Transitional homeless housing,Left for housing opp. before completing program,2017-08-07,2017-09-07,31 
19115699,451981,Client rental without subsidy,Completed program,2017-08-10,2018-02-02,176 
19115716,451981,Client rental with RRH subsidy,Completed program,2018-12-24,2019-07-13,201 
19115733,451981,Client rental without subsidy,Completed program,2017-08-10,2018-02-02,176 
19115750,451981,Client rental with RRH subsidy,Completed program,2018-12-24,2019-07-13,201 
19116263,436540,No exit interview,Disagreement with rules/persons,2016-08-22,2016-09-14,23 
19116303,436540,With friends permanently,Left for housing opp. before completing program,2017-04-07,2017-09-12,158 
19116343,436540,No exit interview,Unknown/Disappeared,2017-09-24,2017-11-01,38 
19116383,436540,No exit interview,Unknown/Disappeared,2017-11-27,2017-11-27,0 
19116423,436540,With friends permanently,Left for housing opp. before completing program,2019-03-07,2019-03-13,6 
19117063,436540,No exit interview,Disagreement with rules/persons,2016-08-22,2016-09-14,23 
